name,category,star_rating,visitor_reviews,blog_reviews,address,latitude,longitude,distance_m
농부꼬마김밥 본점,음식점,별점 없음,231,0,부산 남구 용소로 3 1층,35.1369526086598,129.100453012842,568.2
대봉찜닭,음식점,4.82,"5,211",0,부산 남구 수영로334번길 5 1층,35.1381343541369,129.102506629294,536.8
우홍백 돼지국밥 본점,음식점,4.84,"2,659",0,부산 남구 용소로14번길 26 1층,35.1357350458776,129.099185083024,610.3
종가대박집 대연점,음식점,별점 없음,276,0,부산 남구 용소로7번길 33,35.1376051920309,129.10196677717,516.8
수라국밥 경성대점,음식점,별점 없음,859,0,부산 남구 용소로8번길 21,35.136075778621,129.099371985915,607.6
삼환축산 대연점,음식점,별점 없음,"1,299",0,부산 남구 용소로7번길 40 1층 삼환축산 경성대부경대점,35.1374078953124,129.102373743744,476.7
등촌샤브칼국수 대연점,음식점,별점 없음,309,0,부산 남구 용소로13번길 52 1층,35.1372490687092,129.103237946945,418.2
경성고기,음식점,4.84,335,0,부산 남구 용소로8번길 33 1층,35.1357621859888,129.098669313772,655.9
용소해장국,음식점,별점 없음,304,0,부산 남구 수영로346번길 17 용소해장국,35.1382099077343,129.103942170065,490.6
고기가득통돼지김치찌개,음식점,별점 없음,170,0,부산 남구 수영로346번길 37 고기가득통돼지김치찌개,35.1374701988206,129.104473614241,398.3
바당 전복죽,음식점,별점 없음,33,0,부산 남구 황령대로 504 상가동 103호,35.1358668649776,129.110083623465,461.5
덩굴아나고,음식점,별점 없음,403,0,부산 수영구 황령대로 483-7 1층,35.1388873965676,129.107399918264,569.0
향토집굴국밥,음식점,별점 없음,556,0,부산 남구 용소로64번길 3,35.1315200628125,129.101077125444,491.5
골목끝에서울집,음식점,별점 없음,"1,054",0,부산 남구 용소로21번길 21-6,35.1358229735108,129.102039534282,378.4
대방집,음식점,별점 없음,27,0,부산 남구 용소로7번길 84 1층 106호,35.1384135021068,129.104480348471,500.5
아빠횟집,음식점,4.56,172,0,부산 남구 수영로358번길 24 아빠횟집,35.1384390980517,129.105076585939,495.7
술적심,음식점,별점 없음,266,0,부산 남구 용소로19번길 41-1 2층 술적심,35.1367407351677,129.102624913081,404.7
구백냥곱창,음식점,별점 없음,9,0,부산 남구 수영로298번길 21,35.135916098647,129.099584871412,583.0
칠복장어 남천점,음식점,별점 없음,"2,811",0,부산 수영구 황령대로489번길 30 2층,35.1391750283899,129.108736837966,644.4
윤키친,음식점,별점 없음,0,0,부산 남구 황령대로 504 115동 208호,35.1358668649776,129.110083623465,461.5
부산곰탕 대연점,음식점,4.89,"1,219",0,부산 남구 조각공원로 37 1층,35.1304550759864,129.101206946878,558.0
느엉98,음식점,별점 없음,0,0,부산 남구 용소로14번길 42,35.1353326631574,129.098634701364,646.3
인스타크랩,음식점,4.92,149,0,부산 수영구 황령대로 491 1층 인스타크랩,35.1384303703566,129.107749825918,531.8
쭈꾸밍 대연점,음식점,별점 없음,29,0,부산 남구 용소로19번길 4 지하1층,35.1356561195433,129.10113340418,442.0
찜하닭,음식점,별점 없음,21,0,부산 남구 수영로266번길 108 1층,35.1325384551452,129.100038045998,527.0
왕초장,음식점,별점 없음,358,0,부산 수영구 광안해변로15번길 77 95호 왕초장,35.1391561293219,129.109040779044,655.4
남천전집,음식점,별점 없음,55,0,부산 수영구 황령대로489번길 14,35.1386788121437,129.10820590676,573.7
매킴부산돼지국밥,음식점,별점 없음,1,0,부산 남구 수영로298번길 21 2층 207호,35.135916098647,129.099584871412,583.0
송하돼지국밥,음식점,별점 없음,534,0,부산 수영구 수영로384번길 26,35.1398619703447,129.107561958215,677.1
메가혼밥 부산대연점,음식점,별점 없음,0,0,부산 남구 용소로46번길 30 1층 102호,35.1334389183338,129.09955821785,548.6
원조 멸치 칼국수,음식점,별점 없음,1,0,부산 남구 용소로14번길 23,35.1354708335662,129.099533065775,571.3
뽀글뽀글김치나라,음식점,별점 없음,18,0,부산 남구 용소로13번길 9,35.1364767492199,129.101120929062,488.1
청기와식당,음식점,별점 없음,2,0,부산 남구 수영로 312 센츄리빌딩지하 115호,35.1369795296869,129.100620669986,557.6
만원족발&만원육회 대연점,음식점,별점 없음,13,0,부산 남구 용소로14번길 9 (대연동),35.1358012914684,129.100245057524,522.5
제대로한끼,음식점,별점 없음,4,0,부산 남구 용소로21번길 41,35.1356863059558,129.103112062477,290.6
THE 김치찌개,음식점,별점 없음,1,0,부산 남구 용소로14번길 42 (대연동),35.1353326631574,129.098634701364,646.3
